COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,DRUG_ID,DRUG_NAME,LN_IC50,AUC,Z_SCORE,GDSC Tissue descriptor 1,GDSC Tissue descriptor 2,Cancer Type (matching TCGA label),Microsatellite instability Status (MSI),Screen Medium,Growth Properties,CNA,Gene Expression,Methylation,TARGET,TARGET_PATHWAY
906855,EM-2,LCML,1004,Vinblastine,-4.303539,0.694633,-0.373008,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
906856,EoL-1-cell,UNCLASSIFIED,1004,Vinblastine,-6.403639,0.407837,-1.338055,leukemia,haematopoietic_neoplasm other,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
906861,ETK-1,UNCLASSIFIED,1004,Vinblastine,-4.352796,0.667025,-0.395642,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906862,EVSA-T,BRCA,1004,Vinblastine,-2.577826,0.879143,0.42,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906863,FADU,HNSC,1004,Vinblastine,-4.880886,0.610894,-0.638313,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906864,FTC-133,THCA,1004,Vinblastine,-3.399964,0.769148,0.042207,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906865,G-361,SKCM,1004,Vinblastine,-3.455068,0.769246,0.016886,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906868,GAMG,LGG,1004,Vinblastine,-4.550409,0.6439,-0.48645,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906869,GCIY,STAD,1004,Vinblastine,-0.793846,0.911123,1.239783,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906870,GDM-1,LAML,1004,Vinblastine,-5.357835,0.551449,-0.857483,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
906871,GI-1,LGG,1004,Vinblastine,-5.474442,0.537616,-0.911066,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906872,GI-ME-N,NB,1004,Vinblastine,-3.369566,0.74699,0.056176,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906875,GOTO,NB,1004,Vinblastine,-3.916413,0.721186,-0.195114,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
906877,GR-ST,ALL,1004,Vinblastine,-5.018277,0.587996,-0.701447,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
906999,GCT,UNCLASSIFIED,1004,Vinblastine,-2.990725,0.79834,0.230263,soft_tissue,soft_tissue_other,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907000,ESS-1,UNCLASSIFIED,1004,Vinblastine,-5.173305,0.577722,-0.772686,urogenital_system,endometrium,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907042,H4,LGG,1004,Vinblastine,-5.4356,0.542157,-0.893218,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907043,H9,UNCLASSIFIED,1004,Vinblastine,-5.837548,0.488434,-1.077923,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907044,HC-1,UNCLASSIFIED,1004,Vinblastine,-5.999024,0.467318,-1.152125,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907045,HCC1419,BRCA,1004,Vinblastine,-0.816498,0.958237,1.229374,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907047,HCC1806,UNCLASSIFIED,1004,Vinblastine,-4.893755,0.614744,-0.644226,breast,breast,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907048,HCC70,BRCA,1004,Vinblastine,-2.477136,0.869204,0.46627,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907051,HEC-1,UCEC,1004,Vinblastine,-0.088779,0.960404,1.563779,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907055,HGC-27,STAD,1004,Vinblastine,-5.817012,0.49187,-1.068486,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907056,HH,UNCLASSIFIED,1004,Vinblastine,-2.106277,0.878628,0.636689,leukemia,T_cell_leukemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907057,HLE,LIHC,1004,Vinblastine,-4.150247,0.695571,-0.302566,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907058,HMV-II,SKCM,1004,Vinblastine,-4.442648,0.646817,-0.436932,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907060,HOS,UNCLASSIFIED,1004,Vinblastine,-4.98255,0.602273,-0.68503,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907061,HSC-3,HNSC,1004,Vinblastine,-4.638445,0.641242,-0.526905,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907062,HSC-4,HNSC,1004,Vinblastine,-1.166912,0.937771,1.06835,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907064,HT-1080,UNCLASSIFIED,1004,Vinblastine,-4.506496,0.642219,-0.466271,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907065,HT-1197,BLCA,1004,Vinblastine,-1.629348,0.886179,0.855849,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907066,HT-1376,BLCA,1004,Vinblastine,0.150555,0.954589,1.673759,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907067,HT-144,SKCM,1004,Vinblastine,-4.042512,0.709777,-0.253059,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907068,HT-3,CESC,1004,Vinblastine,0.519606,0.98457,1.843346,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907069,HuCCT1,UNCLASSIFIED,1004,Vinblastine,-3.524439,0.735173,-0.014992,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907071,HuH-7,LIHC,1004,Vinblastine,-0.637405,0.939084,1.311671,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907072,HuO9,UNCLASSIFIED,1004,Vinblastine,-4.246428,0.691906,-0.346764,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907169,IGR-1,SKCM,1004,Vinblastine,-5.181385,0.574569,-0.776399,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907170,IMR-5,NB,1004,Vinblastine,-5.90934,0.478489,-1.110913,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907172,IST-MEL1,SKCM,1004,Vinblastine,-2.800961,0.802221,0.317464,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907173,IST-MES1,MESO,1004,Vinblastine,-0.613312,0.931747,1.322743,lung,mesothelioma,MESO,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907268,JiyoyeP-2003,UNCLASSIFIED,1004,Vinblastine,-6.697553,0.374212,-1.473116,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907269,JVM-2,CLL,1004,Vinblastine,-5.302479,0.556281,-0.832045,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907270,JVM-3,CLL,1004,Vinblastine,-6.637347,0.384035,-1.44545,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907271,KALS-1,LGG,1004,Vinblastine,-2.730696,0.81299,0.349753,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907272,KARPAS-45,ALL,1004,Vinblastine,-5.681271,0.510535,-1.006109,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907273,KARPAS-299,UNCLASSIFIED,1004,Vinblastine,-5.942715,0.474717,-1.126249,lymphoma,anaplastic_large_cell_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907274,KARPAS-422,DLBC,1004,Vinblastine,-4.6967,0.633966,-0.553675,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907276,KATOIII,STAD,1004,Vinblastine,-0.520246,0.906601,1.365509,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Semi-Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907277,KE-37,ALL,1004,Vinblastine,-6.223905,0.433514,-1.255463,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907278,KG-1,LAML,1004,Vinblastine,-5.677195,0.510747,-1.004236,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907279,KINGS-1,LGG,1004,Vinblastine,-0.202963,0.912503,1.511308,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907280,KMOE-2,LAML,1004,Vinblastine,-4.872172,0.619977,-0.634308,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907281,KMS-12-BM,MM,1004,Vinblastine,-6.188854,0.43892,-1.239356,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907285,HuP-T3,PAAD,1004,Vinblastine,-1.907441,0.842849,0.728058,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907286,HuP-T4,PAAD,1004,Vinblastine,-1.219126,0.925936,1.044356,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907287,HT55,COREAD,1004,Vinblastine,-3.163593,0.778293,0.150826,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907290,H-EMC-SS,UNCLASSIFIED,1004,Vinblastine,-4.4e-05,0.930727,1.604555,bone,chondrosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907291,GP5d,COREAD,1004,Vinblastine,-5.610391,0.519026,-0.973538,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907295,DMS-53,SCLC,1004,Vinblastine,0.86281,0.982589,2.001057,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907298,G-402,UNCLASSIFIED,1004,Vinblastine,-4.188312,0.68107,-0.320058,soft_tissue,soft_tissue_other,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907299,G-401,UNCLASSIFIED,1004,Vinblastine,-5.949677,0.4775,-1.129449,kidney,kidney,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907300,KY821,LAML,1004,Vinblastine,-5.925601,0.476699,-1.118385,leukemia,leukemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907311,KU812,LCML,1004,Vinblastine,-6.074676,0.457951,-1.186889,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907312,KU-19-19,BLCA,1004,Vinblastine,-4.359944,0.676804,-0.398927,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907313,KS-1,GBM,1004,Vinblastine,-2.681898,0.821676,0.372177,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907314,KP-N-YN,NB,1004,Vinblastine,-2.218663,0.844333,0.585044,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907317,KYSE-150,ESCA,1004,Vinblastine,-4.885647,0.606244,-0.640501,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907318,KYSE-180,ESCA,1004,Vinblastine,-4.771532,0.631104,-0.588062,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907319,KYSE-270,ESCA,1004,Vinblastine,-1.226386,0.935026,1.04102,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907320,KYSE-450,ESCA,1004,Vinblastine,-3.824277,0.720677,-0.152775,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907322,L-428,UNCLASSIFIED,1004,Vinblastine,-5.576175,0.524783,-0.957815,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907323,L-540,UNCLASSIFIED,1004,Vinblastine,-5.103054,0.589417,-0.740405,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907783,LAMA-84,LCML,1004,Vinblastine,-5.221092,0.57482,-0.794646,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907787,LC4-1,ALL,1004,Vinblastine,-5.274784,0.566651,-0.819319,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907788,LNCaP-Clone-FGC,PRAD,1004,Vinblastine,-3.896994,0.714353,-0.18619,urogenital_system,prostate,PRAD,MSI-H,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907789,LOUCY,ALL,1004,Vinblastine,-5.342081,0.556115,-0.850243,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
907790,LoVo,COREAD,1004,Vinblastine,-4.551854,0.633474,-0.487114,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907792,LS-123,COREAD,1004,Vinblastine,-1.2523,0.858176,1.029112,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907794,LS-411N,COREAD,1004,Vinblastine,-3.7835,0.717207,-0.134037,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
907796,LU-99A,UNCLASSIFIED,1004,Vinblastine,-1.802961,0.838412,0.776069,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908120,MDA-MB-175-VII,BRCA,1004,Vinblastine,-2.611383,0.770613,0.40458,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,N,N,Microtubule destabiliser,Mitosis
908121,MDA-MB-361,BRCA,1004,Vinblastine,-5.912251,0.479789,-1.112251,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908122,MDA-MB-453,BRCA,1004,Vinblastine,-3.687263,0.743022,-0.089814,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908123,MDA-MB-468,BRCA,1004,Vinblastine,-4.319647,0.672525,-0.38041,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908125,MEL-JUSO,SKCM,1004,Vinblastine,-0.764292,0.948412,1.253364,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908126,MEG-01,LCML,1004,Vinblastine,-5.416917,0.544458,-0.884632,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908127,MES-SA,UNCLASSIFIED,1004,Vinblastine,-4.638152,0.640168,-0.526771,urogenital_system,uterus,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908128,Mewo,SKCM,1004,Vinblastine,-1.943922,0.870931,0.711295,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908129,MFE-280,UCEC,1004,Vinblastine,0.201663,0.954672,1.697244,urogenital_system,endometrium,UCEC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908130,MFE-296,UCEC,1004,Vinblastine,-3.321165,0.790347,0.078417,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908131,MG-63,UNCLASSIFIED,1004,Vinblastine,-5.374187,0.546232,-0.864997,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908132,MHH-CALL-2,UNCLASSIFIED,1004,Vinblastine,-4.435276,0.678504,-0.433544,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908134,MHH-ES-1,UNCLASSIFIED,1004,Vinblastine,-5.409202,0.544252,-0.881087,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,Y,N,Y,Microtubule destabiliser,Mitosis
908136,MHH-PREB-1,UNCLASSIFIED,1004,Vinblastine,-5.896273,0.48062,-1.104908,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908138,MKN1,UNCLASSIFIED,1004,Vinblastine,-2.164551,0.845828,0.60991,digestive_system,stomach,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908139,MKN28,STAD,1004,Vinblastine,-4.993559,0.586896,-0.690089,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908141,ML-2,LAML,1004,Vinblastine,-6.104577,0.451728,-1.200629,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908142,MLMA,UNCLASSIFIED,1004,Vinblastine,-4.882147,0.61596,-0.638892,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,R,Semi-Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908143,MN-60,UNCLASSIFIED,1004,Vinblastine,-3.540002,0.758911,-0.022144,leukemia,B_cell_leukemia,,MSI-H,D/F12,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908144,MOG-G-CCM,LGG,1004,Vinblastine,-2.678827,0.810957,0.373588,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908145,MOG-G-UVW,LGG,1004,Vinblastine,-6.498229,0.404085,-1.381522,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908146,MOLT-13,ALL,1004,Vinblastine,-5.071657,0.594898,-0.725977,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSI-H,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908147,MOLT-16,ALL,1004,Vinblastine,-6.276673,0.424968,-1.279711,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908148,MONO-MAC-6,LAML,1004,Vinblastine,-6.357097,0.418888,-1.316668,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908149,Mo-T,UNCLASSIFIED,1004,Vinblastine,-2.462315,0.8521,0.47308,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908150,MPP-89,MESO,1004,Vinblastine,-3.028598,0.800523,0.212859,lung,mesothelioma,MESO,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908151,MRK-nu-1,BRCA,1004,Vinblastine,-5.749667,0.500902,-1.037539,breast,breast,BRCA,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908152,MSTO-211H,MESO,1004,Vinblastine,-0.086552,0.964857,1.564802,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908156,MV-4-11,UNCLASSIFIED,1004,Vinblastine,-6.542382,0.388255,-1.401811,leukemia,leukemia,,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908158,NALM-6,UNCLASSIFIED,1004,Vinblastine,-5.800837,0.493901,-1.061053,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908159,NAMALWA,UNCLASSIFIED,1004,Vinblastine,-5.808379,0.49274,-1.064519,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908440,NB69,NB,1004,Vinblastine,-5.203427,0.567968,-0.786528,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908441,NCCIT,,1004,Vinblastine,-6.946392,0.349291,-1.587464,urogenital_system,testis,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908443,NCI-H520,LUSC,1004,Vinblastine,-5.300706,0.552663,-0.83123,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908444,SNU-1,STAD,1004,Vinblastine,-1.425242,0.935812,0.949641,,,,,,,,,,Microtubule destabiliser,Mitosis
908445,SNU-5,STAD,1004,Vinblastine,-4.360122,0.677029,-0.399009,,,,,,,,,,Microtubule destabiliser,Mitosis
908446,SNU-16,STAD,1004,Vinblastine,-6.352917,0.417809,-1.314747,,,,,,,,,,Microtubule destabiliser,Mitosis
908447,NH-12,NB,1004,Vinblastine,-3.781905,0.725934,-0.133304,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908448,NKM-1,LAML,1004,Vinblastine,-6.313324,0.428288,-1.296553,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908451,NOMO-1,LAML,1004,Vinblastine,-4.61421,0.652352,-0.515769,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908454,NTERA-2-cl-D1,UNCLASSIFIED,1004,Vinblastine,-5.505509,0.531007,-0.925342,,,,,,,,,,Microtubule destabiliser,Mitosis
908455,NUGC-3,STAD,1004,Vinblastine,-2.72808,0.81612,0.350955,digestive_system,stomach,STAD,MSI-H,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908457,NCI-H747,COREAD,1004,Vinblastine,-0.699311,0.901758,1.283224,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908458,NCI-H716,COREAD,1004,Vinblastine,-1.818685,0.876761,0.768844,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908459,NCI-H596,UNCLASSIFIED,1004,Vinblastine,-0.377451,0.944987,1.431127,lung_NSCLC,lung_NSCLC_adenocarcinoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908460,NCI-H441,LUAD,1004,Vinblastine,1.505588,0.936173,2.29643,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908461,NCI-N87,STAD,1004,Vinblastine,-0.097277,0.926715,1.559873,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908462,NCI-H2452,MESO,1004,Vinblastine,-5.547894,0.522419,-0.944819,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908463,NCI-H1793,LUAD,1004,Vinblastine,-1.496678,0.851341,0.916814,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908465,NCI-H358,LUAD,1004,Vinblastine,-3.076829,0.760711,0.190696,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
908467,NCI-H1155,UNCLASSIFIED,1004,Vinblastine,-4.45945,0.667231,-0.444653,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,Microtubule destabiliser,Mitosis
908470,NCI-H28,MESO,1004,Vinblastine,-0.022457,0.889527,1.594255,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,Y,Y,Y,Microtubule destabiliser,Mitosis
